TimeStamp	POS_X	POS_Y	POS_Z	Q_W	Q_X	Q_Y	Q_Z	ImageFile
1683167161474	6.770880	-3.203994	0.031307	0.828587	0.010433	0.013592	0.559598	img__0_1683167166401755000.png
1683167161522	6.806746	-3.114001	0.032970	0.825826	0.009822	0.015017	0.563640	img__0_1683167166449421000.png
1683167161570	6.841775	-3.024075	0.034544	0.823113	0.010147	0.015594	0.567573	img__0_1683167166498877000.png
1683167161636	6.888586	-2.900531	0.037932	0.819518	0.010190	0.014340	0.572783	img__0_1683167166565129000.png
1683167161687	6.923712	-2.805125	0.041248	0.816849	0.009903	0.014090	0.576595	img__0_1683167166613871000.png
1683167161732	6.953943	-2.720999	0.043669	0.814539	0.009305	0.014482	0.579853	img__0_1683167166660225000.png
1683167161783	6.987370	-2.625752	0.046590	0.812014	0.008495	0.013849	0.583412	img__0_1683167166711843000.png
1683167161831	7.018064	-2.536220	0.049867	0.809725	0.007147	0.013996	0.586600	img__0_1683167166759774000.png
1683167161879	7.048038	-2.446842	0.053249	0.807511	0.007087	0.014142	0.589641	img__0_1683167166807138000.png
1683167161927	7.077291	-2.357645	0.056554	0.805343	0.005310	0.014786	0.592602	img__0_1683167166853799000.png
1683167161990	7.114647	-2.240954	0.061583	0.802617	0.002902	0.016149	0.596269	img__0_1683167166916747000.png
1683167162041	7.144007	-2.146967	0.065165	0.800476	0.000562	0.018340	0.599084	img__0_1683167166967733000.png
1683167162086	7.169242	-2.064534	0.067664	0.798637	-0.001513	0.020103	0.601476	img__0_1683167167015340000.png
1683167162137	7.197104	-1.971796	0.070531	0.796630	-0.003865	0.021496	0.604073	img__0_1683167167063419000.png
1683167162185	7.222619	-1.885299	0.073253	0.794832	-0.004292	0.022109	0.606411	img__0_1683167167112965000.png
1683167162236	7.248963	-1.794299	0.075762	0.792971	-0.004969	0.022497	0.608824	img__0_1683167167164320000.png
1683167162284	7.273042	-1.709537	0.077729	0.791290	-0.005494	0.022402	0.611006	img__0_1683167167210594000.png
1683167162356	7.307872	-1.584073	0.079541	0.788780	-0.007048	0.024450	0.614149	img__0_1683167167283717000.png
1683167162404	7.330216	-1.501652	0.080106	0.787097	-0.008688	0.026308	0.616206	img__0_1683167167332673000.png
1683167162449	7.350508	-1.425387	0.080148	0.785543	-0.009672	0.027632	0.618115	img__0_1683167167378003000.png
1683167162494	7.370187	-1.350103	0.080862	0.783991	-0.010297	0.028828	0.620017	img__0_1683167167422607000.png
1683167162545	7.391706	-1.266070	0.081827	0.782238	-0.011412	0.029689	0.622168	img__0_1683167167472652000.png
1683167162593	7.411249	-1.188207	0.084305	0.780665	-0.011858	0.029122	0.624158	img__0_1683167167520079000.png
1683167162641	7.430141	-1.111539	0.088394	0.779174	-0.012353	0.028102	0.626056	img__0_1683167167568881000.png
1683167162707	7.455112	-1.008073	0.095945	0.777297	-0.013202	0.026411	0.628441	img__0_1683167167635652000.png
1683167162755	7.472569	-0.934350	0.100564	0.776188	-0.014877	0.024152	0.629863	img__0_1683167167683571000.png
1683167162806	7.490533	-0.857667	0.100254	0.775532	-0.016884	0.019927	0.630768	img__0_1683167167733744000.png
1683167162854	7.507147	-0.786926	0.096398	0.775489	-0.021956	0.016304	0.630769	img__0_1683167167782720000.png
1683167162905	7.524817	-0.713309	0.089146	0.776076	-0.026369	0.015556	0.629896	img__0_1683167167832633000.png
1683167162953	7.541666	-0.645626	0.079347	0.777019	-0.027542	0.018841	0.628592	img__0_1683167167880604000.png
1683167162998	7.557602	-0.583801	0.066584	0.777745	-0.026557	0.027676	0.627409	img__0_1683167167924571000.png
1683167163049	7.575405	-0.515891	0.047841	0.777912	-0.019993	0.038902	0.626849	img__0_1683167167976623000.png
1683167163112	7.596247	-0.434700	0.026489	0.776668	-0.005075	0.046564	0.628166	img__0_1683167168040071000.png
1683167163163	7.611578	-0.370706	0.013057	0.774453	0.007390	0.047971	0.630766	img__0_1683167168090960000.png
1683167163211	7.624510	-0.311473	0.005190	0.771438	0.012914	0.045828	0.634521	img__0_1683167168138146000.png
1683167163256	7.635121	-0.256621	0.000707	0.768562	0.017543	0.034027	0.638629	img__0_1683167168185512000.png
1683167163307	7.645377	-0.194878	-0.003345	0.764878	0.025208	0.022873	0.643275	img__0_1683167168233907000.png
1683167163358	7.653980	-0.133002	-0.006044	0.760845	0.028957	0.014233	0.648131	img__0_1683167168284807000.png
1683167163424	7.662995	-0.052054	-0.007428	0.755342	0.031253	0.006311	0.654555	img__0_1683167168353105000.png
1683167163469	7.667943	0.003971	-0.006962	0.751366	0.033229	0.003096	0.659041	img__0_1683167168397571000.png
1683167163523	7.672614	0.072362	-0.006008	0.746362	0.035385	-0.000044	0.664599	img__0_1683167168450792000.png
1683167163565	7.675333	0.126536	-0.004724	0.742460	0.034990	-0.002248	0.668972	img__0_1683167168493031000.png
1683167163613	7.677545	0.189545	-0.002574	0.737968	0.033369	-0.002983	0.674003	img__0_1683167168542604000.png
1683167163664	7.678885	0.257776	-0.000057	0.733111	0.032903	-0.003670	0.679303	img__0_1683167168590875000.png
1683167163712	7.679228	0.323209	0.002497	0.728501	0.033069	-0.004952	0.684228	img__0_1683167168638830000.png
1683167163775	7.678392	0.410880	0.006439	0.722469	0.030473	-0.004079	0.690720	img__0_1683167168704169000.png
1683167163823	7.676782	0.478991	0.008926	0.717834	0.030854	-0.004514	0.695515	img__0_1683167168751672000.png
1683167163871	7.674295	0.548271	0.009931	0.713176	0.029899	-0.003687	0.700338	img__0_1683167168799638000.png
1683167163925	7.670488	0.627508	0.010524	0.707865	0.029460	-0.003402	0.705725	img__0_1683167168852817000.png
